id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
397|BCMR|39.51|-77.71|73.0|1.06|28|SKS|7.0||0.27||
398|BINY|42.199|-75.986|101.0|0.85|28|SKS|5.0||0.12||
399|BLA|37.211|-80.421|58.0|1.12|28|SKS|8.0||0.05||
400|CBKS|38.814|-99.737|42.0|0.61|28|SKS|6.0||0.09||
401|CBM|46.933|-68.121|39.0|1.15|28|SKS|4.0||0.06||
402|CCM|38.056|-91.245|34.0|0.73|28|SKS|3.0||0.06||
403|CEH|35.891|-79.093|104.0|1.11|28|SKS|13.0||0.2||
404|COR|44.586|-123.3|70.0|1.5|28|SKS|||||
405|CSMR|39.69|-77.97|50.0|0.98|28|SKS|4.0||0.13||
406|DRLN|49.25|-57.5|29.0|0.85|28|SKS|||||
407|DTMR|38.96|-77.06|66.0|0.75|28|SKS|15.0||0.33||
408|DUG|40.195|-112.813|326.0|0.67|28|SKS|||||
409|EUAL|32.779|-87.874|92.0|0.8|28|SKS|||||
410|EYMN|47.946|-91.495|52.0|1.38|28|SKS|2.0||0.05||
411|FVM|37.984|-90.426|42.0|0.83|28|SKS|5.0||0.08||
412|GOGA|33.411|-83.467|144.0|1.15|28|SKS|5.0||0.2||
413|HRV|42.506|-71.558|86.0|0.99|28|SKS|5.0||0.11||
414|JFWS|42.915|-90.249|46.0|0.84|28|SKS|11.0||0.26||
415|LBNH|44.24|-71.926|83.0|1.34|28|SKS|8.0||0.3||
416|LSCT|41.678|-73.224|83.0|1.38|28|SKS|3.0||0.13||
417|MCWV|39.658|-79.846|67.0|1.18|28|SKS|12.0||0.07||
418|MIAR|34.546|-93.573|89.0|1.15|28|SKS|6.0||0.14||
419|MYNC|35.074|-84.128|63.0|1.38|28|SKS|3.0||0.14||
420|OXF|34.512|-89.409|61.0|1.55|28|SKS|3.0||0.13||
421|RSCP|35.6|-85.59|59.0|0.75|28|SKS|6.0||0.15||
422|RSNY|44.548|-74.53|74.0|0.9|28|SKS|5.0||0.15||
423|SCP|40.795|-77.865|64.0|0.83|28|SKS|4.0||0.05||
424|SSPA|40.636|-77.888|70.0|1.15|28|SKS|5.0||0.28||
425|WFM|42.61|-71.49|96.0|1.1|28|SKS|4.0||0.22||
426|WMOK|34.738|-98.781|109.0|0.77|28|SKS|4.0||0.07||
427|YSNY|42.476|-78.537|77.0|1.06|28|SKS|5.0||0.08||
428|ALE|82.48|-62.35|61.0|1.0|29|SKS|||||
429|AVL|41.88|0.75|101.0|1.4|29|SKS|||||
430|BCMR|82.48|-62.35|61.0|1.0|29|SKS|||||
431|BINY|42.2|-75.99|73.0|1.06|29|SKS|||||
432|BLA|37.211|-80.421|55.0|1.12|29|SKS|||||
433|CBM|46.93|-68.12|39.0|1.15|29|SKS|||||
434|CBKS|38.814|-99.7374|58.0|0.95|29|SKS|||||
435|CCM|38.06|-91.25|35.0|0.73|29|SKS|||||
436|CEH|35.89|-79.09|0.0|0.0|29|SKS|||||
437|CSMR|39.69|-77.9|50.0|0.98|29|SKS|||||
438|DTMR|38.96|-77.06|0.0|0.0|29|SKS|||||
439|DUG|40.19|-112.81|146.0|0.67|29|SKS|||||
440|EYMN|47.946|-91.495|65.0|1.38|29|SKS|||||
441|FVM|37.98|-90.43|41.0|0.83|29|SKS|||||
442|HRV|42.506|-71.558|86.0|0.99|29|SKS|||||
443|JFWS|42.92|-90.25|46.0|0.84|29|SKS|||||
444|LBNH|44.24|-71.93|83.0|1.38|29|SKS|||||
445|LSCT|41.68|-73.22|83.0|1.38|29|SKS|||||
446|MCWV|39.66|-79.85|67.0|1.18|29|SKS|||||
447|MIAR|34.55|-93.57|89.0|1.15|29|SKS|||||
448|MYNC|35.07|-84.13|69.0|1.38|29|SKS|||||
449|OXFB|34.5118|-89.4092|61.0|1.55|29|SKS|||||
450|RSCP|35.59|-85.57|59.0|0.75|29|SKS|||||
451|RSNY|44.55|-74.53|74.0|0.9|29|SKS|||||
452|SCP|40.79|-77.87|64.0|0.83|29|SKS|||||
453|SSPA|40.6401|-77.87|70.0|1.15|29|SKS|||||
454|TUC|32.31|-110.78|0.0|0.0|29|SKS|||||
455|WFM|42.611|-71.491|96.0|1.1|29|SKS|||||
456|WMOK|34.7379|-98.781|109.0|0.77|29|SKS|||||
457|YSNY|42.4758|-78.5375|77.0|1.06|29|SKS|||||
458|DRLN|49.25|-57.5|29.0|0.85|29|SKS|||||
459|GAC|45.7|-75.47|36.0|0.65|29|SKS|||||
460|BER|60.4|5.3|105.0|1.1|29|SKS|||||
461|KEV|69.8|27.0|70.0|1.1|29|SKS|||||
462|KONO|59.6|9.6|20.0|0.8|29|SKS|||||
463|NE02|56.5|9.2|60.0|1.2|29|SKS|||||
464|NE05|52.1|5.2|70.0|0.5|29|SKS|||||
465|NE15|50.9|5.8|70.0|0.5|29|SKS|||||
466|BBO|54.74|-3.25|94.0|0.61|29|SKS|||||
467|BHH|55.09|-3.22|335.0|0.9|29|SKS|||||
468|CME|50.18|-5.19|91.0|0.47|29|SKS|||||
469|CWF|52.74|-1.31|73.0|0.78|29|SKS|||||
470|DYA|50.44|-3.93|37.0|0.81|29|SKS|||||
471|EDI|55.92|-3.19|64.0|0.75|29|SKS|||||
472|ESK|55.32|-3.21|81.0|1.4|29|SKS|||||
473|GAL|54.87|-4.71|294.0|0.85|29|SKS|||||
474|HPK|53.96|-1.62|81.0|0.62|29|SKS|||||
475|HTL|50.99|-4.49|95.0|0.58|29|SKS|||||
476|KPL|57.34|-5.65|83.0|0.65|29|SKS|||||
477|LRW|60.14|-1.18|4.0|0.53|29|SKS|||||
478|MCD|57.58|-3.25|45.0|0.94|29|SKS|||||
479|MCH|52.0|-3.0|20.0|0.79|29|SKS|||||
480|PGB|55.81|-4.48|94.0|1.03|29|SKS|||||
481|SWN|51.51|-1.8|294.0|0.49|29|SKS|||||
482|TFO|51.11|1.14|70.0|0.67|29|SKS|||||
483|WCB|53.38|-4.55|334.0|0.6|29|SKS|||||
484|SSB|45.279|4.54|140.0|1.0|29|SKS|||||
485|MBO|14.39|-16.96|82.0|0.75|29|SKS|||||
486|CAY|4.95|-52.32|119.0|0.75|29|SKS|||||
487|BDF|-15.66|-47.9|53.0|1.5|29|SKS|||||
488|TOL|39.88|-4.05|84.0|1.0|29|SKS|||||
489|VIH|42.63|0.77|102.0|1.3|29|SKS|||||
490|PON|42.4|0.76|99.0|1.5|29|SKS|||||
491|AVL|41.88|0.75|101.0|1.4|29|SKS|||||
492|GDH|69.3|-53.5|120.0|1.2|29|SKS|||||
493|STU|48.8|9.2|50.0|0.5|29|SKS|||||
494|GRF|49.5|11.2|90.0|0.7|29|SKS|||||
495|KHC|49.1|13.6|10.0|1.1|29|SKS|||||
496|MOX|50.7|11.6|100.0|0.7|29|SKS|||||
497|BRG|50.9|14.0|100.0|1.2|29|SKS|||||
498|KSP|50.8|16.3|120.0|0.9|29|SKS|||||
499|CLL|51.3|13.0|100.0|1.0|29|SKS|||||
500|BB05|30.379|90.911|40.0|1.0|30|SKS|5.0||0.2||
501|SP01|30.845|91.135|50.0|0.6|30|SKS|25.0||0.3||
502|ALB|42.314|2.721|101.0|1.8|31|SKS|6.0||0.21||
503|AUS|43.152|-0.933|110.0|1.25|31|SKS|5.0||0.03||
504|BRU|42.283|2.186|96.0|0.93|31|SKS|5.0||0.01||
505|BSD|42.795|2.156|97.0|1.12|31|SKS|4.0||0.11||
506|FNM|41.762|2.433|120.0|1.25|31|SKS|5.0||0.18||
507|FRS|43.365|2.447|75.0|0.7|31|SKS|4.0||0.1||
508|GRF|41.152|1.891|86.0|1.75|31|SKS|2.0||0.11||
509|LAR|43.023|-0.938|116.0|1.39|31|SKS|3.0||0.13||
510|LEI|42.652|-1.22|105.0|1.48|31|SKS|4.0||0.14||
511|MTH|42.939|2.534|102.0|1.29|31|SKS|2.0||0.09||
512|ORG|42.227|1.332|101.0|0.98|31|SKS|4.0||0.16||
513|PYO|43.538|-0.88|112.0|1.45|31|SKS|5.0||0.28||
514|RON|42.797|-0.964|102.0|1.45|31|SKS|4.0||0.12||
515|RVH|43.348|-0.847|110.0|1.45|31|SKS|2.0||0.23||
516|TRG|42.502|1.967|99.0|1.45|31|SKS|3.0||0.09||
517|VIL|42.136|1.891|89.0|1.07|31|SKS|3.0||0.08||
518|1|-24.155|-68.589|20.0|0.7|32|SKS|||||
519|2|-23.667|-68.668|71.0|0.7|32|SKS|||||
520|3|-23.335|-68.75|46.0|0.8|32|SKS|||||
521|4|-22.575|-68.902|0.0|0.0|32|SKS|||||
522|5|-22.743|-68.431|0.0|0.0|32|SKS|||||
523|6|-23.087|-68.494|81.0|0.9|32|SKS|||||
524|7|-23.654|-68.36|165.0|0.7|32|SKS|||||
525|8|-24.092|-67.789|0.0|0.0|32|SKS|||||
526|9|-23.89|-67.414|78.0|1.8|32|SKS|||||
527|10|-23.616|-67.845|91.0|0.8|32|SKS|||||
528|11|-23.506|-67.397|54.0|0.6|32|SKS|||||
529|12|-23.322|-67.785|17.0|0.9|32|SKS|||||
530|13|-23.233|-67.085|76.0|1.1|32|SKS|||||
531|14|-22.99|-67.675|93.0|0.9|32|SKS|||||
532|15|-22.665|-67.952|55.0|1.0|32|SKS|||||
533|16|-22.325|-68.009|121.0|0.8|32|SKS|||||
534|17|-21.881|-68.151|81.0|1.0|32|SKS|||||
535|18|-21.953|-68.723|89.0|0.6|32|SKS|||||
536|19|-22.252|-68.436|66.0|0.8|32|SKS|||||
537|20|-23.999|-68.215|49.0|0.6|32|SKS|||||
538|21|-23.318|-68.224|13.0|1.0|32|SKS|||||
539|22|-22.495|-68.693|91.0|0.7|32|SKS|||||
540|23|-23.136|-68.016|0.0|0.0|32|SKS|||||
541|COLO|-24.241|-68.868|161.0|0.5|32|SKS|||||
542|CONC|-21.962|-68.727|85.0|0.6|32|SKS|||||
543|LAS|-29.287|-70.69|0.0|0.0|32|SKS|||||
544|LVC|-22.618|-68.911|71.0|0.9|32|SKS|||||
545|MIC|-22.654|-70.175|79.0|0.8|32|SKS|||||
546|MICH|-22.612|-70.169|83.0|0.8|32|SKS|||||
547|PAR|-24.598|-70.385|46.0|0.3|32|SKS|||||
548|PARA|-24.664|-70.394|76.0|0.8|32|SKS|||||
549|SOCA|-23.613|-67.888|71.0|0.6|32|SKS|||||
550|UJI|-20.972|-68.619|11.0|1.0|32|SKS|||||
551|VAQ|-25.349|-69.166|33.0|0.6|32|SKS|||||
552|SAP0|40.1622|15.2967|333.0|1.9|33|SKS|21.0||0.8||
553|SAP1|40.3697|15.5378|330.0|1.7|33|SKS|23.0||0.8||
554|SAP2|40.5083|15.6867|285.0|1.9|33|SKS|24.0||0.1||
555|SAP3|40.5997|15.9331|290.0|2.2|33|SKS|17.0||0.8||
556|SAP6|40.8492|16.3208|15.0|1.2|33|SKS|11.0||0.2||
557|SAP7|40.9961|16.5278|341.0|2.3|33|SKS|22.0||1.1||
558|ALF9|-75.899|162.579|131.0|1.3|34|SKS|21.0||0.7||
559|BRA9|-75.826|160.5|150.0|1.2|34|SKS|25.0||0.4||
560|CHA9|-75.749|158.304|134.0|0.9|34|SKS|35.0||0.3||
561|CPW9|-74.628|165.495|139.0|1.0|34|SKS|28.0||0.5||
562|DEL9|-75.697|157.075|166.0|1.0|34|SKS|28.0||0.3||
563|MDK9|-74.395|163.971|160.0|1.3|34|SKS|29.0||0.5||
564|MEL9|-74.315|165.019|151.0|1.3|34|SKS|24.0||0.4||
565|OAS9|-74.692|164.1|150.0|1.3|34|SKS|27.0||0.7||
566|PPT|-17.569|-149.432|0.0|0.0|35|SKS|0.0||0.0||
567|PTCN|-25.073|-130.095|322.0|1.1|35|SKS|9.0||0.3||
568|RKT|-23.118|-134.972|307.0|1.1|35|SKS|6.0||0.1||
569|TBI|-23.349|-149.461|274.0|1.1|35|SKS|2.0||0.1||
570|TPT|-14.984|-147.619|294.0|1.3|35|SKS|4.0||0.2||
571|AIR|42.2541|-111.339|69.0|1.1|36|SKS|28.0|19.0|0.5|0.5|
572|ANG|42.9136|-112.324|66.0|0.8|36|SKS|21.0|18.0|0.3|0.4|
573|ANT|42.434|-111.593|64.0|1.3|36|SKS|6.0|7.0|0.2|0.3|
574|ARH|43.6444|-113.219|60.0|1.6|36|SKS|7.0|9.0|0.6|0.5|
575|ATO|43.4259|-112.865|313.0|0.2|36|SKS|60.0|61.0|0.4|0.2|
576|BA2|42.6909|-111.919|60.0|0.3|36|SKS|40.0|18.0|0.1|0.1|
577|BAN|42.6972|-111.908|53.0|1.2|36|SKS|18.0|20.0|0.5|0.4|
578|BCN|42.5473|-111.788|65.0|0.9|36|SKS|36.0|20.0|0.6|0.6|
579|BEB|42.5201|-111.845|49.0|1.5|36|SKS|13.0|14.0|0.4|0.4|
580|BIC|44.4372|-114.234|72.0|1.0|36|SKS|10.0|12.0|0.3|0.3|
581|BOR|44.1266|-113.837|64.0|1.5|36|SKS|13.0|15.0|0.6|0.6|
582|BUC|42.6277|-111.836|270.0|0.5|36|SKS|34.0|61.0|0.8|0.5|
583|BWC|44.2556|-114.02|66.0|1.2|36|SKS|9.0|9.0|0.6|0.6|
584|CAR|41.41|-110.41|290.0|2.1|36|SKS|18.0|20.0|1.0|0.8|
585|CAV|41.717|-110.665|53.0|0.6|36|SKS|60.0|61.0|2.0|1.0|
586|CH2|42.0058|-111.057|47.0|1.1|36|SKS|7.0|7.0|0.2|0.2|
587|CHC|41.9811|-111.011|79.0|4.0|36|SKS|25.0|25.0|1.8|2.0|
588|DAH|42.0522|-111.096|67.0|2.2|36|SKS|19.0|22.0|2.0|2.0|
589|DKP|44.222|-113.946|66.0|1.3|36|SKS|10.0|12.0|0.3|0.4|
590|DRL|43.7793|-113.401|57.0|1.1|36|SKS|8.0|10.0|0.3|0.2|
591|DSP|44.4949|-114.333|78.0|0.9|36|SKS|13.0|14.0|0.4|0.5|
592|EMC|42.3694|-111.509|52.0|0.7|36|SKS|9.0|10.0|0.6|0.6|
593|FBU|43.1376|-112.526|272.0|0.7|36|SKS|38.0|35.0|0.5|0.4|
594|FOS|41.7579|-110.76|313.0|0.3|36|SKS|60.0|61.0|0.6|0.3|
595|HOG|41.56|-110.55|304.0|1.4|36|SKS|60.0|61.0|2.0|2.0|
596|ILM|43.5417|-113.081|67.0|1.6|36|SKS|5.0|6.0|0.2|0.3|
597|ILN|43.6085|-113.137|61.0|1.6|36|SKS|21.0|20.0|0.7|0.7|
598|ILS|43.4722|-112.922|70.0|1.3|36|SKS|10.0|10.0|0.3|0.4|
599|INP|42.8457|-112.134|34.0|2.3|36|SKS|6.0|8.0|0.9|0.7|
600|LCC|44.0366|-113.751|63.0|1.5|36|SKS|7.0|8.0|0.3|0.4|
601|LDC|41.9375|-110.873|10.0|0.4|36|SKS|60.0|36.0|1.1|0.4|
602|LES|43.8451|-113.496|65.0|1.7|36|SKS|7.0|8.0|0.5|0.5|
603|LPP|44.3736|-114.193|75.0|1.3|36|SKS|14.0|14.0|0.7|0.6|
604|MAC|43.9265|-113.53|65.0|1.5|36|SKS|11.0|13.0|0.7|0.7|
605|MCN|42.8929|-112.211|66.0|0.9|36|SKS|16.0|14.0|0.3|0.3|
606|MCR|43.994|-113.634|60.0|1.5|36|SKS|8.0|9.0|0.3|0.4|
607|MEM|42.1317|-111.256|41.0|1.3|36|SKS|14.0|13.0|0.3|0.4|
608|MIC|42.2784|-111.482|53.0|1.0|36|SKS|13.0|13.0|0.3|0.4|
609|MON|43.2104|-112.651|71.0|0.8|36|SKS|13.0|16.0|0.4|0.2|
610|MOR|43.705|-113.303|60.0|1.7|36|SKS|6.0|7.0|0.3|0.3|
611|MQR|44.549|-114.402|83.0|4.0|36|SKS|60.0|61.0|2.0|2.0|
612|NI2|42.4991|-111.662|62.0|1.3|36|SKS|13.0|13.0|2.0|1.5|
613|NIT|42.4987|-111.695|64.0|0.9|36|SKS|19.0|19.0|0.7|0.7|
614|NU2|41.8319|-110.874|50.0|1.0|36|SKS|16.0|20.0|0.5|0.4|
615|NUG|41.8311|-110.874|57.0|4.0|36|SKS|7.0|7.0|2.0|2.0|
616|PEB|42.7758|-111.997|71.0|1.2|36|SKS|13.0|16.0|0.2|0.3|
617|SDM|44.762|-114.666|78.0|0.7|36|SKS|21.0|49.0|0.5|0.5|
618|SPC|44.3146|-114.106|72.0|0.9|36|SKS|15.0|16.0|0.5|0.6|
619|TAB|43.2869|-112.696|70.0|0.8|36|SKS|38.0|18.0|0.4|0.5|
620|THC|42.9618|-112.368|70.0|1.0|36|SKS|17.0|17.0|0.4|0.4|
621|TLB|43.3791|-112.767|55.0|0.8|36|SKS|14.0|15.0|0.2|0.3|
622|TWP|44.6031|-114.472|77.0|0.9|36|SKS|11.0|12.0|0.4|0.4|
623|VOS|42.103|-111.18|58.0|0.9|36|SKS|9.0|9.0|0.3|0.3|
624|S03|-15.64|-111.644|94.0|1.1|37|SKS|5.0||0.1||
625|S04|-15.74|-112.507|100.0|0.97|37|SKS|2.0||0.1||
626|S05|-15.822|-112.867|91.0|0.8|37|SKS|8.0||0.15||
627|S08|-16.007|-114.2|98.0|1.65|37|SKS|3.0||0.13||
628|S11|-16.574|-113.142|104.0|1.4|37|SKS|3.0||0.2||
629|S14|-17.272|-113.112|96.0|1.35|37|SKS|4.0||0.18||
630|S16|-17.258|-113.025|85.0|0.85|37|SKS|2.0||0.1||
631|S22|-17.195|-112.636|91.0|0.88|37|SKS|12.0||0.22||
632|S23|-17.171|-112.502|89.0|1.0|37|SKS|6.0||0.13||
633|S26|-17.122|-111.885|75.0|1.0|37|SKS|7.0||0.18||
634|S30|-16.722|-109.493|108.0|0.9|37|SKS|12.0||0.13||
635|S39|-17.341|-113.658|89.0|1.5|37|SKS|10.0||0.35||
636|S40|-17.349|-113.754|86.0|1.65|37|SKS|3.0||0.13||
637|S42|-17.392|-114.058|91.0|1.55|37|SKS|4.0||0.15||
638|S43|-17.411|-114.209|110.0|1.7|37|SKS|8.0||0.2||
639|S45|-17.491|-114.957|106.0|2.2|37|SKS|8.0||0.28||
640|S48|-17.786|-116.926|90.0|1.85|37|SKS|5.0||0.15||
641|S50|-17.467|-113.316|93.0|1.25|37|SKS|4.0||0.13||
642|AAK|42.633|74.494|86.0|0.9|38|SKS|3.0||0.2||
643|AML|42.1311|73.6941|310.0|0.4|38|SKS|14.0||0.1||
644|EKS2|42.6615|73.7772|47.0|0.55|38|SKS|4.0||0.1||
645|KBK|42.6564|74.9478|85.0|1.35|38|SKS|3.0||0.2||
646|KZA|42.0778|75.2496|54.0|0.65|38|SKS|4.0||0.1||
647|TKM2|42.9208|75.5966|59.0|0.8|38|SKS|6.0||0.1||
648|TLG|43.233|77.225|271.0|0.92|38|SKS|3.0||0.2||
649|UCH|42.2275|74.5134|71.0|0.95|38|SKS|6.0||0.1||
650|ULHL|42.2456|76.2417|21.0|1.3|38|SKS|2.0||0.2||
651|USP|43.2669|74.4997|68.0|1.3|38|SKS|3.0||0.1||
652|WUS|41.199|79.218|47.0|0.5|38|SKS|6.0||0.1||
653|ATD|11.533|42.847|48.0|1.59|39|SKS|2.0||0.06||
654|BNG|4.435|18.547|31.0|0.81|39|SKS|3.0||0.09||
655|CAN|-35.321|148.999|113.0|1.09|39|SKS|23.0||0.1||
656|CAY|4.948|-52.317|304.0|0.89|39|SKS|8.0||0.12||
657|DRV|-66.665|140.01|88.0|1.16|39|SKS|2.0||0.04||
658|ECH|48.216|7.158|85.0|0.88|39|SKS|9.0||0.09||
659|HYB|17.417|78.553|97.0|0.98|39|SKS|13.0||0.1||
660|INU|35.35|137.029|275.0|1.13|39|SKS|23.0||0.35||
661|KIP|21.423|-158.015|45.0|1.08|39|SKS|4.0||0.12||
662|KOG|5.207|-52.732|90.0|0.83|39|SKS|15.0||0.11||
663|MBO|14.391|-16.955|76.0|1.11|39|SKS|10.0||0.18||
664|NOC|-22.284|166.432|347.0|0.83|39|SKS|5.0||0.11||
665|PAF|-49.351|70.213|287.0|2.45|39|SKS|5.0||0.35||
666|PEL|-33.146|-70.675|273.0|1.05|39|SKS|12.0||0.3||
667|RER|-21.159|55.746|309.0|0.91|39|SKS|13.0||0.21||
668|SCZ|36.598|-121.403|103.0|1.33|39|SKS|4.0||0.12||
669|SEY|62.933|152.373|298.0|1.5|39|SKS|3.0||0.13||
670|SSB|45.279|4.542|115.0|1.29|39|SKS|22.0||0.26||
671|TAM|22.791|5.527|354.0|0.87|39|SKS|1.0||0.04||
672|UNM|19.329|-99.178|89.0|1.04|39|SKS|14.0||0.09||
673|WFM|42.611|-71.491|98.0|1.12|39|SKS|9.0||0.15||
674|WUS|41.199|79.218|35.0|0.86|39|SKS|5.0||0.05||
675|LASH|-40.31|175.81|17.0|1.46|40|SKS|9.8||0.22||
676|LKER|-39.64|176.38|17.0|1.46|40|SKS|9.8||0.22||
677|LWAL|-40.19|176.52|17.0|1.46|40|SKS|9.8||0.22||
678|LMAU|-40.97|175.02|23.0|1.35|40|SKS|3.3||0.28||
679|LKIR|-40.81|175.56|23.0|1.35|40|SKS|3.3||0.28||
681|LMOA|-39.6|175.88|34.0|1.88|40|SKS|7.9||0.39||
682|LBRU|-39.84|175.02|34.0|1.88|40|SKS|7.9||0.39||
683|LSTR|-39.27|174.6|34.0|1.88|40|SKS|7.9||0.39||
684|KIEV|50.7|29.2|110.0|0.8|41|SKS|||||
685|KOV|48.3|25.0|130.0|1.3|41|SKS|||||
686|LVV|49.8|24.0|145.0|0.7|41|SKS|||||
687|SEV|44.5|33.7|125.0|0.7|41|SKS|||||
688|SIM|45.0|34.1|125.0|0.6|41|SKS|||||
689|UZH|48.6|22.3|135.0|1.5|41|SKS|||||
690|YAL|44.4|34.2|135.0|0.4|41|SKS|||||
707|B11|51.647|-89.908|89.0|1.5|43|SKS|8.0||0.3||
708|B12|52.05|-90.016|88.0|1.4|43|SKS|3.0||0.4||
709|B13|52.411|-90.508|88.0|1.1|43|SKS|2.0||0.7||
710|B14|52.568|-90.444|82.0|2.1|43|SKS|3.0||0.2||
711|BBT|53.843|-89.878|107.0|1.8|43|SKS|19.0||0.6||
712|BFS|55.987|-87.652|0.0|0.0|43|SKS|0.0||0.0||
713|BPW|54.988|-85.453|0.0|0.0|43|SKS|0.0||0.0||
714|5010|48.317|-90.714|60.0|1.1|43|SKS|3.0||0.6||
715|5030|48.662|-90.829|58.0|1.4|43|SKS|6.0||0.3||
716|5050|49.003|-90.759|61.0|1.3|43|SKS|7.0||0.3||
717|5070|49.34|-90.47|35.0|1.4|43|SKS|28.0||0.3||
718|5090|49.665|-90.334|56.0|1.3|43|SKS|3.0||0.5||
719|5110|50.017|-90.587|55.0|1.6|43|SKS|4.0||0.2||
720|5130|50.359|-90.673|68.0|1.7|43|SKS|10.0||0.3||
721|5150|50.695|-90.555|57.0|1.1|43|SKS|13.0||0.3||
722|5170|51.032|-90.351|74.0|1.5|43|SKS|10.0||0.1||
723|5190|51.353|-90.222|68.0|2.1|43|SKS|15.0||0.6||
724|LASH|-40.31|175.81|44.0|1.8|44|SKS|5.0||0.2||
725|LBRU|-41.32|176.38|37.0|1.7|44|SKS|7.0||0.3||
726|LKER|-39.64|176.38|44.0|1.6|44|SKS|6.0||0.2||
727|LKIR|-40.81|175.56|44.0|1.5|44|SKS|3.0||0.1||
728|LMAU|-40.97|175.02|48.0|1.5|44|SKS|3.0||0.1||
729|LMOA|-39.6|175.88|38.0|1.5|44|SKS|5.0||0.1||
730|LSTR|-39.27|174.6|48.0|1.7|44|SKS|4.0||0.2||
731|LWAL|-40.19|176.52|52.0|1.7|44|SKS|4.0||0.2||
732|SNZO|-41.31|174.705|56.0|2.6|44|SKS|3.0||0.1||
736|AFIF|23.931|43.04|348.0|1.5|46|SKS|2.0||0.1||
737|HALM|22.8454|44.3173|2.0|1.1|46|SKS|2.0||0.1||
738|RANI|21.3116|42.7761|2.0|1.5|46|SKS|2.0||0.2||
739|RAYN|23.522|45.5008|4.0|1.0|46|SKS|2.0||0.1||
740|RIYD|24.722|46.6643|15.0|0.5|46|SKS|6.0||0.1||
741|SODA|18.2921|42.3769|349.0|1.4|46|SKS|2.0||0.1||
742|TAIF|21.281|40.349|4.0|1.3|46|SKS|4.0||0.2||
743|UQSK|25.789|42.36|356.0|1.5|46|SKS|2.0||0.2||
744|BRG|50.875|13.947|101.0|0.3|47|SKS|||||
745|BRNL|52.428|13.358|119.0|0.68|47|SKS|||||
746|BSD|55.11|14.91|15.0|0.5|47|SKS|||||
747|BSEG|53.94|10.32|86.0|0.5|47|SKS|||||
748|BUG|51.445|7.264|92.0|0.63|47|SKS|||||
749|CLZ|51.8429|10.374|90.0|0.6|47|SKS|||||
750|CZA|53.21|17.094|122.0|0.5|47|SKS|||||
751|DPC|50.36|16.41|122.0|0.8|47|SKS|||||
752|HGN|50.764|5.932|40.0|0.3|47|SKS|||||
753|HLG|54.184|7.884|104.0|0.9|47|SKS|||||
754|IBBN|52.307|7.757|69.0|0.77|47|SKS|||||
755|KONO|59.649|9.598|30.0|0.85|47|SKS|||||
756|LEN|53.09|11.479|105.0|1.07|47|SKS|||||
757|MORC|49.776|17.546|129.0|0.83|47|SKS|||||
758|MOX|50.646|11.616|79.0|1.3|47|SKS|||||
759|OLDS|56.619|16.499|116.0|0.78|47|SKS|||||
760|RGN|54.548|13.321|43.0|0.7|47|SKS|||||
761|RUE|52.477|13.779|97.0|0.68|47|SKS|||||
762|T0BG|52.958|12.034|107.0|0.7|47|SKS|||||
763|T14S|56.26|13.623|122.0|0.63|47|SKS|||||
764|T18S|56.52|13.565|119.0|0.63|47|SKS|||||
765|T1BD|55.863|12.24|104.0|1.1|47|SKS|||||
766|T1BG|54.073|10.457|101.0|0.5|47|SKS|||||
767|T2BD|55.703|11.55|104.0|1.17|47|SKS|||||
768|T2BG|54.217|10.067|83.0|1.3|47|SKS|||||
769|T30S|57.096|13.947|126.0|0.63|47|SKS|||||
770|T3BD|55.536|12.078|104.0|0.9|47|SKS|||||
771|T3BG|54.328|10.547|83.0|1.0|47|SKS|||||
772|T40S|57.582|15.039|102.0|0.5|47|SKS|||||
773|T4BD|55.219|11.595|109.0|0.4|47|SKS|||||
774|T4BG|53.137|9.802|62.0|0.6|47|SKS|||||
775|T5BD|54.886|11.815|94.0|0.3|47|SKS|||||
776|T5BG|53.19|9.337|90.0|0.6|47|SKS|||||
777|T60S|58.758|15.944|92.0|0.33|47|SKS|||||
778|T6BD|54.887|11.254|144.0|1.1|47|SKS|||||
779|T6BG|53.38|9.594|88.0|0.37|47|SKS|||||
780|T7BD|56.456|9.167|47.0|0.8|47|SKS|||||
781|T7BG|52.258|8.556|89.0|0.98|47|SKS|||||
782|T897|58.38|12.509|25.0|0.6|47|SKS|||||
783|T8BG|53.85|12.905|88.0|0.6|47|SKS|||||
784|T9BG|52.724|11.48|113.0|0.55|47|SKS|||||
785|TBBG|52.87|13.633|85.0|0.6|47|SKS|||||
786|BLBA|-41.71|173.88|17.0|1.22|48|SKS|5.0||0.14||
787|DSZ|-41.74|171.8|49.0|2.1|48|SKS|9.0||0.28||
788|LASH|-40.31|175.81|44.0|1.8|48|SKS|5.0||0.2||
789|LBRU|-39.84|175.02|37.0|1.7|48|SKS|7.0||0.3||
790|LKER|-39.64|176.38|44.0|1.6|48|SKS|6.0||0.2||
791|LKIR|-40.81|175.56|44.0|1.5|48|SKS|3.0||0.1||
792|LMAU|-40.97|175.02|48.0|1.5|48|SKS|3.0||0.1||
793|LMOA|-39.6|175.88|38.0|1.5|48|SKS|5.0||0.1||
794|LSTR|-39.27|174.6|48.0|1.7|48|SKS|4.0||0.2||
795|LWAL|-40.19|176.52|52.0|1.7|48|SKS|4.0||0.2||
